CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
440,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA Metro Area",M1,1,G3110,17320566835.000000000000000,354408968.000000000000000,+45.6006221,-122.4843780
544,38920,38920,"Port Lavaca, TX","Port Lavaca, TX Micro Area",M2,2,G3110,1312960774.000000000000000,1361631001.000000000000000,+28.4417191,-096.5795739
370,38940,38940,"Port St. Lucie, FL","Port St. Lucie, FL Metro Area",M1,1,G3110,2889084966.000000000000000,842998144.000000000000000,+27.2280459,-080.4253884
170,39020,39020,"Portsmouth, OH","Portsmouth, OH Micro Area",M2,2,G3110,1580267231.000000000000000,16098454.000000000000000,+38.8148886,-082.9986750
 ,39060,39060,"Pottsville, PA","Pottsville, PA Micro Area",M2,2,G3110,2016509909.000000000000000,10820294.000000000000000,+40.7036820,-076.2177878
408,39100,39100,"Poughkeepsie-Newburgh-Middletown, NY","Poughkeepsie-Newburgh-Middletown, NY Metro Area",M1,1,G3110,4164614560.000000000000000,144945399.000000000000000,+41.5752737,-074.0338729
 ,39150,39150,"Prescott Valley-Prescott, AZ","Prescott Valley-Prescott, AZ Metro Area",M1,1,G3110,21038142263.000000000000000,11513573.000000000000000,+34.6310710,-112.5772247
 ,39220,39220,"Price, UT","Price, UT Micro Area",M2,2,G3110,3831067716.000000000000000,15844443.000000000000000,+39.6732840,-110.5884845
140,39260,39260,"Prineville, OR","Prineville, OR Micro Area",M2,2,G3110,7715390857.000000000000000,21004473.000000000000000,+44.1630537,-120.3715849
148,39300,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,1,G3110,4110312681.000000000000000,1681152308.000000000000000,+41.7068397,-071.2866874
482,39340,39340,"Provo-Orem, UT","Provo-Orem, UT Metro Area",M1,1,G3110,13974951438.000000000000000,399509938.000000000000000,+39.8720670,-112.3590592
444,39380,39380,"Pueblo, CO","Pueblo, CO Metro Area",M1,1,G3110,6181242644.000000000000000,28941441.000000000000000,+38.1627652,-104.4846683
446,39420,39420,"Pullman, WA","Pullman, WA Micro Area",M2,2,G3110,5592463291.000000000000000,48246698.000000000000000,+46.9059441,-117.5353898
412,39460,39460,"Punta Gorda, FL","Punta Gorda, FL Metro Area",M1,1,G3110,1764089884.000000000000000,689239393.000000000000000,+26.9063964,-082.0036572
448,39500,39500,"Quincy, IL-MO","Quincy, IL-MO Micro Area",M2,2,G3110,3522814808.000000000000000,56719923.000000000000000,+40.0271652,-091.3898384
376,39540,39540,"Racine, WI","Racine, WI Metro Area",M1,1,G3110,861537618.000000000000000,1190103013.000000000000000,+42.7803923,-087.7715988
450,39580,39580,"Raleigh-Cary, NC","Raleigh-Cary, NC Metro Area",M1,1,G3110,5486646049.000000000000000,74650629.000000000000000,+35.7567464,-078.4604412
452,39660,39660,"Rapid City, SD","Rapid City, SD Metro Area",M1,1,G3110,16181465600.000000000000000,50668883.000000000000000,+44.3146730,-102.7857193
154,39700,39700,"Raymondville, TX","Raymondville, TX Micro Area",M2,2,G3110,1529652214.000000000000000,502884780.000000000000000,+26.4818607,-097.5947313
428,39740,39740,"Reading, PA","Reading, PA Metro Area",M1,1,G3110,2218072312.000000000000000,24220127.000000000000000,+40.4139565,-075.9268598
454,39780,39780,"Red Bluff, CA","Red Bluff, CA Micro Area",M2,2,G3110,7638229340.000000000000000,33767224.000000000000000,+40.1261573,-122.2322737
454,39820,39820,"Redding, CA","Redding, CA Metro Area",M1,1,G3110,9778551576.000000000000000,186157964.000000000000000,+40.7605142,-122.0435558
378,39860,39860,"Red Wing, MN","Red Wing, MN Micro Area",M2,2,G3110,1959853272.000000000000000,59175413.000000000000000,+44.4061779,-092.7160003
456,39900,39900,"Reno, NV","Reno, NV Metro Area",M1,1,G3110,17041227926.000000000000000,584618559.000000000000000,+40.5007953,-119.7311608
292,39940,39940,"Rexburg, ID","Rexburg, ID Micro Area",M2,2,G3110,6043029442.000000000000000,93941547.000000000000000,+44.1427534,-111.5081067
458,39980,39980,"Richmond, IN","Richmond, IN Micro Area",M2,2,G3110,1040539270.000000000000000,6701974.000000000000000,+39.8630908,-085.0067351
 ,40060,40060,"Richmond, VA","Richmond, VA Metro Area",M1,1,G3110,11303658307.000000000000000,330855403.000000000000000,+37.4113241,-077.4418164
336,40080,40080,"Richmond-Berea, KY","Richmond-Berea, KY Micro Area",M2,2,G3110,1788255769.000000000000000,21806816.000000000000000,+37.7172061,-084.1684358
365,40100,40100,"Rio Grande City-Roma, TX","Rio Grande City-Roma, TX Micro Area",M2,2,G3110,3168019235.000000000000000,15346374.000000000000000,+26.5309027,-098.7402346
348,40140,40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area",M1,1,G3110,70647830085.000000000000000,339607368.000000000000000,+34.5384763,-116.1345414
 ,40180,40180,"Riverton, WY","Riverton, WY Micro Area",M2,2,G3110,23785388836.000000000000000,212768588.000000000000000,+43.0548310,-108.6089349
 ,40220,40220,"Roanoke, VA","Roanoke, VA Metro Area",M1,1,G3110,4836979660.000000000000000,72217444.000000000000000,+37.2862262,-079.9469346
468,40260,40260,"Roanoke Rapids, NC","Roanoke Rapids, NC Micro Area",M2,2,G3110,3264505488.000000000000000,52811048.000000000000000,+36.3205759,-077.5427565
466,40300,40300,"Rochelle, IL","Rochelle, IL Micro Area",M2,2,G3110,1964903701.000000000000000,12378959.000000000000000,+42.0418840,-089.3201764
462,40340,40340,"Rochester, MN","Rochester, MN Metro Area",M1,1,G3110,6415529417.000000000000000,74957694.000000000000000,+43.9498104,-092.3306605
464,40380,40380,"Rochester, NY","Rochester, NY Metro Area",M1,1,G3110,8458934103.000000000000000,5127546512.000000000000000,+43.1480380,-077.5232574
466,40420,40420,"Rockford, IL","Rockford, IL Metro Area",M1,1,G3110,2055907174.000000000000000,19234619.000000000000000,+42.3311830,-089.0429139
 ,40460,40460,"Rockingham, NC","Rockingham, NC Micro Area",M2,2,G3110,1226849523.000000000000000,15575098.000000000000000,+35.0046360,-079.7556946
204,40530,40530,"Rockport, TX","Rockport, TX Micro Area",M2,2,G3110,652856780.000000000000000,714538201.000000000000000,+28.1226209,-096.9675012
 ,40540,40540,"Rock Springs, WY","Rock Springs, WY Micro Area",M2,2,G3110,27005754359.000000000000000,166230245.000000000000000,+41.6603282,-108.8756774
468,40580,40580,"Rocky Mount, NC","Rocky Mount, NC Metro Area",M1,1,G3110,2708816979.000000000000000,9880743.000000000000000,+35.9410455,-077.7985494
 ,40620,40620,"Rolla, MO","Rolla, MO Micro Area",M2,2,G3110,1739919007.000000000000000,6567069.000000000000000,+37.8663263,-091.7903492
122,40660,40660,"Rome, GA","Rome, GA Metro Area",M1,1,G3110,1320404595.000000000000000,22414013.000000000000000,+34.2636918,-085.2136851
 ,40700,40700,"Roseburg, OR","Roseburg, OR Micro Area",M2,2,G3110,13042430333.000000000000000,251869766.000000000000000,+43.2863277,-123.1544760
 ,40740,40740,"Roswell, NM","Roswell, NM Micro Area",M2,2,G3110,15713914833.000000000000000,20472234.000000000000000,+33.3616045,-104.4698374
 ,40760,40760,"Ruidoso, NM","Ruidoso, NM Micro Area",M2,2,G3110,12512530053.000000000000000,554839.000000000000000,+33.7408411,-105.4498055
 ,40780,40780,"Russellville, AR","Russellville, AR Micro Area",M2,2,G3110,4510045167.000000000000000,97766346.000000000000000,+35.1995857,-093.2527625
384,40820,40820,"Ruston, LA","Ruston, LA Micro Area",M2,2,G3110,1221532395.000000000000000,1897706.000000000000000,+32.6018231,-092.6623026
 ,40860,40860,"Rutland, VT","Rutland, VT Micro Area",M2,2,G3110,2407970501.000000000000000,38745883.000000000000000,+43.5808577,-073.0382023
472,40900,40900,"Sacramento-Roseville-Folsom, CA","Sacramento-Roseville-Folsom, CA Metro Area",M1,1,G3110,13195802226.000000000000000,548032209.000000000000000,+38.7902715,-121.0056427
 ,40940,40940,"Safford, AZ","Safford, AZ Micro Area",M2,2,G3110,11970605956.000000000000000,47476264.000000000000000,+32.9318277,-109.8783103
474,40980,40980,"Saginaw, MI","Saginaw, MI Metro Area",M1,1,G3110,2074053636.000000000000000,39287690.000000000000000,+43.3282667,-084.0554100
378,41060,41060,"St. Cloud, MN","St. Cloud, MN Metro Area",M1,1,G3110,4535393401.000000000000000,134523861.000000000000000,+45.5930312,-094.4883635
 ,41100,41100,"St. George, UT","St. George, UT Metro Area",M1,1,G3110,6287037039.000000000000000,7781671.000000000000000,+37.2625308,-113.4878003
312,41140,41140,"St. Joseph, MO-KS","St. Joseph, MO-KS Metro Area",M1,1,G3110,4288289854.000000000000000,51605107.000000000000000,+39.8348430,-094.7837537
476,41180,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,1,G3110,20366804373.000000000000000,565545713.000000000000000,+38.7402108,-090.3458253
300,41220,41220,"St. Marys, GA","St. Marys, GA Micro Area",M2,2,G3110,1632622505.000000000000000,392508756.000000000000000,+30.9133580,-081.6420193
 ,41260,41260,"St. Marys, PA","St. Marys, PA Micro Area",M2,2,G3110,2141664734.000000000000000,12791578.000000000000000,+41.4273317,-078.6539366
566,41400,41400,"Salem, OH","Salem, OH Micro Area",M2,2,G3110,1377658471.000000000000000,7277033.000000000000000,+40.7700730,-080.7784550
440,41420,41420,"Salem, OR","Salem, OR Metro Area",M1,1,G3110,4978011395.000000000000000,34703808.000000000000000,+44.9033845,-122.9017571
 ,41460,41460,"Salina, KS","Salina, KS Micro Area",M2,2,G3110,3732112516.000000000000000,4328531.000000000000000,+38.9645697,-097.6633868
 ,41500,41500,"Salinas, CA","Salinas, CA Metro Area",M1,1,G3110,8499623032.000000000000000,1267793988.000000000000000,+36.2401044,-121.3155781
480,41540,41540,"Salisbury, MD-DE","Salisbury, MD-DE Metro Area",M1,1,G3110,5435702460.000000000000000,2080034552.000000000000000,+38.3995211,-075.4782615
482,41620,41620,"Salt Lake City, UT","Salt Lake City, UT Metro Area",M1,1,G3110,19901509939.000000000000000,1055969622.000000000000000,+40.5728869,-112.9532527
 ,41660,41660,"San Angelo, TX","San Angelo, TX Metro Area",M1,1,G3110,9057174171.000000000000000,48421083.000000000000000,+31.4798393,-100.7745902
484,41700,41700,"San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area",M1,1,G3110,18941057312.000000000000000,149381373.000000000000000,+29.4330599,-098.6069734
 ,41740,41740,"San Diego-Chula Vista-Carlsbad, CA","San Diego-Chula Vista-Carlsbad, CA Metro Area",M1,1,G3110,10904455257.000000000000000,817317026.000000000000000,+33.0236041,-116.7761174
 ,41760,41760,"Sandpoint, ID","Sandpoint, ID Micro Area",M2,2,G3110,4489020248.000000000000000,478920605.000000000000000,+48.3167955,-116.6123620
184,41780,41780,"Sandusky, OH","Sandusky, OH Micro Area",M2,2,G3110,650833148.000000000000000,969939819.000000000000000,+41.3941426,-082.5868354
246,41820,41820,"Sanford, NC","Sanford, NC Micro Area",M2,2,G3110,660607451.000000000000000,10725289.000000000000000,+35.4763365,-079.1721174
488,41860,41860,"San Francisco-Oakland-Berkeley, CA","San Francisco-Oakland-Berkeley, CA Metro Area",M1,1,G3110,6398174793.000000000000000,2475529965.000000000000000,+37.7737185,-122.2744317
364,41900,41900,"San Germán, PR","San Germán, PR Metro Area",M1,1,G3110,572730873.000000000000000,383943230.000000000000000,+18.0330687,-067.1039609
488,41940,41940,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1,1,G3110,6940483804.000000000000000,38315150.000000000000000,+36.9084718,-121.3713721
490,41980,41980,"San Juan-Bayamón-Caguas, PR","San Juan-Bayamón-Caguas, PR Metro Area",M1,1,G3110,3724785033.000000000000000,1458162834.000000000000000,+18.2944526,-066.0368437
 ,42020,42020,"San Luis Obispo-Paso Robles, CA","San Luis Obispo-Paso Robles, CA Metro Area",M1,1,G3110,8549172832.000000000000000,815618272.000000000000000,+35.3881891,-120.4488974
488,42100,42100,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA Metro Area",M1,1,G3110,1152823584.000000000000000,419714230.000000000000000,+37.0123466,-122.0077889
106,42140,42140,"Santa Fe, NM","Santa Fe, NM Metro Area",M1,1,G3110,4947861287.000000000000000,2643021.000000000000000,+35.5145309,-105.9639718
434,42180,42180,"Santa Isabel, PR","Santa Isabel, PR Micro Area",M2,2,G3110,88150116.000000000000000,111135065.000000000000000,+17.9529217,-066.3875885
488,42220,42220,"Santa Rosa-Petaluma, CA","Santa Rosa-Petaluma, CA Metro Area",M1,1,G3110,4080862341.000000000000000,498084088.000000000000000,+38.5251824,-122.9261095
 ,42300,42300,"Sault Ste. Marie, MI","Sault Ste. Marie, MI Micro Area",M2,2,G3110,4036515583.000000000000000,2952489040.000000000000000,+46.3218192,-084.5206297
496,42340,42340,"Savannah, GA","Savannah, GA Metro Area",M1,1,G3110,3495215145.000000000000000,564159990.000000000000000,+32.1091533,-081.2731066
 ,42380,42380,"Sayre, PA","Sayre, PA Micro Area",M2,2,G3110,2971943389.000000000000000,35199970.000000000000000,+41.7915044,-076.5021231
 ,42420,42420,"Scottsbluff, NE","Scottsbluff, NE Micro Area",M2,2,G3110,9200592656.000000000000000,17460065.000000000000000,+42.1633258,-103.7344731
497,42460,42460,"Scottsboro, AL","Scottsboro, AL Micro Area",M2,2,G3110,2792044654.000000000000000,126334707.000000000000000,+34.7641140,-085.9800556
350,42500,42500,"Scottsburg, IN","Scottsburg, IN Micro Area",M2,2,G3110,493140245.000000000000000,6074951.000000000000000,+38.6794309,-085.7518981
 ,42540,42540,"Scranton--Wilkes-Barre, PA","Scranton--Wilkes-Barre, PA Metro Area",M1,1,G3110,4522253034.000000000000000,78048874.000000000000000,+41.3228806,-075.8981877
340,42620,42620,"Searcy, AR","Searcy, AR Micro Area",M2,2,G3110,2678251423.000000000000000,20554640.000000000000000,+35.2551175,-091.7530339
500,42660,42660,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area",M1,1,G3110,15202496633.000000000000000,1136871600.000000000000000,+47.4905518,-121.8339765
370,42680,42680,"Sebastian-Vero Beach, FL","Sebastian-Vero Beach, FL Metro Area",M1,1,G3110,1302272805.000000000000000,295509938.000000000000000,+27.7005283,-080.5747894
 ,42700,42700,"Sebring-Avon Park, FL","Sebring-Avon Park, FL Metro Area",M1,1,G3110,2635726544.000000000000000,230667884.000000000000000,+27.3410799,-081.3423534
 ,42740,42740,"Sedalia, MO","Sedalia, MO Micro Area",M2,2,G3110,1766966004.000000000000000,10488658.000000000000000,+38.7273667,-093.2852073
146,42780,42780,"Selinsgrove, PA","Selinsgrove, PA Micro Area",M2,2,G3110,851547199.000000000000000,7158854.000000000000000,+40.7554068,-077.0729288
388,42820,42820,"Selma, AL","Selma, AL Micro Area",M2,2,G3110,2534919608.000000000000000,39124778.000000000000000,+32.3335263,-087.1143600
273,42860,42860,"Seneca, SC","Seneca, SC Micro Area",M2,2,G3110,1622773470.000000000000000,121745539.000000000000000,+34.7487656,-083.0615395
464,42900,42900,"Seneca Falls, NY","Seneca Falls, NY Micro Area",M2,2,G3110,838372770.000000000000000,172818530.000000000000000,+42.7822943,-076.8270880
315,42940,42940,"Sevierville, TN","Sevierville, TN Micro Area",M2,2,G3110,1534538403.000000000000000,13489383.000000000000000,+35.7878224,-083.5249005
 ,42200,42200,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA Metro Area",M1,1,G3110,7080860393.000000000000000,2729213352.000000000000000,+34.5366774,-120.0383645
294,42980,42980,"Seymour, IN","Seymour, IN Micro Area",M2,2,G3110,1320836472.000000000000000,10174044.000000000000000,+38.9119571,-086.0425161
267,43020,43020,"Shawano, WI","Shawano, WI Micro Area",M2,2,G3110,3239659315.000000000000000,60905538.000000000000000,+44.8516431,-088.7455433
416,43060,43060,"Shawnee, OK","Shawnee, OK Micro Area",M2,2,G3110,2040375639.000000000000000,14845673.000000000000000,+35.2113915,-096.9570036
 ,43100,43100,"Sheboygan, WI","Sheboygan, WI Metro Area",M1,1,G3110,1324851053.000000000000000,1967647657.000000000000000,+43.7412320,-087.7315164
172,43140,43140,"Shelby, NC","Shelby, NC Micro Area",M2,2,G3110,1202400603.000000000000000,10177696.000000000000000,+35.3346302,-081.5571145
400,43180,43180,"Shelbyville, TN","Shelbyville, TN Micro Area",M2,2,G3110,1226719748.000000000000000,2980759.000000000000000,+35.5136604,-086.4582939
500,43220,43220,"Shelton, WA","Shelton, WA Micro Area",M2,2,G3110,2485218918.000000000000000,236969801.000000000000000,+47.3508322,-123.1731033
 ,43260,43260,"Sheridan, WY","Sheridan, WY Micro Area",M2,2,G3110,6535475076.000000000000000,7986330.000000000000000,+44.7813692,-106.8812114
206,43300,43300,"Sherman-Denison, TX","Sherman-Denison, TX Metro Area",M1,1,G3110,2416033533.000000000000000,120074902.000000000000000,+33.6245240,-096.6756930
 ,43320,43320,"Show Low, AZ","Show Low, AZ Micro Area",M2,2,G3110,25769061034.000000000000000,24125807.000000000000000,+35.3907852,-110.3210248
508,43340,43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area",M1,1,G3110,6722151484.000000000000000,267040207.000000000000000,+32.4376822,-093.7448836
212,43380,43380,"Sidney, OH","Sidney, OH Micro Area",M2,2,G3110,1055922239.000000000000000,7802978.000000000000000,+40.3366802,-084.2041425
 ,43420,43420,"Sierra Vista-Douglas, AZ","Sierra Vista-Douglas, AZ Metro Area",M1,1,G3110,16083178104.000000000000000,17664572.000000000000000,+31.8401287,-109.7751627
164,43460,43460,"Sikeston, MO","Sikeston, MO Micro Area",M2,2,G3110,1087808789.000000000000000,15175233.000000000000000,+37.0477927,-089.5680975
 ,43500,43500,"Silver City, NM","Silver City, NM Micro Area",M2,2,G3110,10259478771.000000000000000,15294669.000000000000000,+32.7320870,-108.3815043
 ,43580,43580,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD Metro Area",M1,1,G3110,5371737571.000000000000000,54552245.000000000000000,+42.5129417,-096.4389491
 ,43620,43620,"Sioux Falls, SD","Sioux Falls, SD Metro Area",M1,1,G3110,6670256887.000000000000000,27900457.000000000000000,+43.4954205,-096.9953387
 ,43660,43660,"Snyder, TX","Snyder, TX Micro Area",M2,2,G3110,2345090474.000000000000000,5436957.000000000000000,+32.7443531,-100.9133465
 ,43700,43700,"Somerset, KY","Somerset, KY Micro Area",M2,2,G3110,1705275604.000000000000000,48545539.000000000000000,+37.1074520,-084.5769692
306,43740,43740,"Somerset, PA","Somerset, PA Micro Area",M2,2,G3110,2784357763.000000000000000,17118618.000000000000000,+39.9812968,-079.0284859
 ,43760,43760,"Sonora, CA","Sonora, CA Micro Area",M2,2,G3110,5752133237.000000000000000,138668837.000000000000000,+38.0214344,-119.9647335
515,43780,43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,1,G3110,2455011330.000000000000000,56486701.000000000000000,+41.7749808,-086.1230143
273,43900,43900,"Spartanburg, SC","Spartanburg, SC Metro Area",M1,1,G3110,2093676309.000000000000000,29525370.000000000000000,+34.9320145,-081.9916236
452,43940,43940,"Spearfish, SD","Spearfish, SD Micro Area",M2,2,G3110,2072127354.000000000000000,667509.000000000000000,+44.3485137,-103.8063624
517,43980,43980,"Spencer, IA","Spencer, IA Micro Area",M2,2,G3110,1469139465.000000000000000,13866648.000000000000000,+43.0812244,-095.1498753
517,44020,44020,"Spirit Lake, IA","Spirit Lake, IA Micro Area",M2,2,G3110,985574547.000000000000000,60680641.000000000000000,+43.3896107,-095.1960572
518,44060,44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA Metro Area",M1,1,G3110,10984961488.000000000000000,206364783.000000000000000,+48.0916180,-117.6634720
522,44100,44100,"Springfield, IL","Springfield, IL Metro Area",M1,1,G3110,3063043201.000000000000000,25317291.000000000000000,+39.8286109,-089.6960842
 ,44140,44140,"Springfield, MA","Springfield, MA Metro Area",M1,1,G3110,4774496240.000000000000000,156670398.000000000000000,+42.3648332,-072.6194063
 ,44180,44180,"Springfield, MO","Springfield, MO Metro Area",M1,1,G3110,7787988846.000000000000000,35512792.000000000000000,+37.3608699,-093.1802617
212,44220,44220,"Springfield, OH","Springfield, OH Metro Area",M1,1,G3110,1027907500.000000000000000,14611224.000000000000000,+39.9170315,-083.7836760
 ,44260,44260,"Starkville, MS","Starkville, MS Micro Area",M2,2,G3110,2277628062.000000000000000,14930940.000000000000000,+33.5146172,-089.0775079
524,44300,44300,"State College, PA","State College, PA Metro Area",M1,1,G3110,2871539708.000000000000000,11177389.000000000000000,+40.9091275,-077.8478769
496,44340,44340,"Statesboro, GA","Statesboro, GA Micro Area",M2,2,G3110,1750735216.000000000000000,32827779.000000000000000,+32.3944811,-081.7416185
277,44420,44420,"Staunton, VA","Staunton, VA Metro Area",M1,1,G3110,2595074273.000000000000000,10049475.000000000000000,+38.1609584,-079.1276321
525,44460,44460,"Steamboat Springs, CO","Steamboat Springs, CO Micro Area",M2,2,G3110,6117602800.000000000000000,15831744.000000000000000,+40.4836638,-106.9877021
 ,44500,44500,"Stephenville, TX","Stephenville, TX Micro Area",M2,2,G3110,2805419702.000000000000000,17166728.000000000000000,+32.2366609,-098.2205073
 ,44540,44540,"Sterling, CO","Sterling, CO Micro Area",M2,2,G3110,4761947975.000000000000000,16363553.000000000000000,+40.7280911,-103.0904639
221,44580,44580,"Sterling, IL","Sterling, IL Micro Area",M2,2,G3110,1771808920.000000000000000,31883751.000000000000000,+41.7506733,-089.9110045
554,44620,44620,"Stevens Point, WI","Stevens Point, WI Micro Area",M2,2,G3110,2074252980.000000000000000,56835087.000000000000000,+44.4762457,-089.4980699
 ,44660,44660,"Stillwater, OK","Stillwater, OK Micro Area",M2,2,G3110,1773885850.000000000000000,31991880.000000000000000,+36.0792253,-096.9752553
488,44700,44700,"Stockton, CA","Stockton, CA Metro Area",M1,1,G3110,3606222502.000000000000000,89027654.000000000000000,+37.9349815,-121.2722440
 ,44740,44740,"Storm Lake, IA","Storm Lake, IA Micro Area",M2,2,G3110,1488981867.000000000000000,13798140.000000000000000,+42.7415219,-095.1414324
310,44780,44780,"Sturgis, MI","Sturgis, MI Micro Area",M2,2,G3110,1296536371.000000000000000,52915577.000000000000000,+41.9114878,-085.5228703
 ,44860,44860,"Sulphur Springs, TX","Sulphur Springs, TX Micro Area",M2,2,G3110,1987636011.000000000000000,65632971.000000000000000,+33.1489673,-095.5654337
174,44900,44900,"Summerville, GA","Summerville, GA Micro Area",M2,2,G3110,811512398.000000000000000,570806.000000000000000,+34.4741785,-085.3452894
 ,44940,44940,"Sumter, SC","Sumter, SC Metro Area",M1,1,G3110,3295201854.000000000000000,273144019.000000000000000,+33.7926537,-080.2940548
146,44980,44980,"Sunbury, PA","Sunbury, PA Micro Area",M2,2,G3110,1185344304.000000000000000,50674892.000000000000000,+40.8515244,-076.7098770
 ,45000,45000,"Susanville, CA","Susanville, CA Micro Area",M2,2,G3110,11762017378.000000000000000,463024232.000000000000000,+40.7152866,-120.6212225
 ,45020,45020,"Sweetwater, TX","Sweetwater, TX Micro Area",M2,2,G3110,2362061742.000000000000000,5052159.000000000000000,+32.3123379,-100.4181078
532,45060,45060,"Syracuse, NY","Syracuse, NY Metro Area",M1,1,G3110,6176833214.000000000000000,1020680182.000000000000000,+43.0065163,-076.1961336
 ,45140,45140,"Tahlequah, OK","Tahlequah, OK Micro Area",M2,2,G3110,1940228933.000000000000000,69661251.000000000000000,+35.9043668,-094.9967964
142,45180,45180,"Talladega-Sylacauga, AL","Talladega-Sylacauga, AL Micro Area",M2,2,G3110,1908346572.000000000000000,60874403.000000000000000,+33.3693135,-086.1759302
 ,45220,45220,"Tallahassee, FL","Tallahassee, FL Metro Area",M1,1,G3110,6188264027.000000000000000,1115060426.000000000000000,+30.3463661,-084.2670012
 ,45300,45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",M1,1,G3110,6514283000.000000000000000,3650513344.000000000000000,+28.1205405,-082.5251880
 ,45340,45340,"Taos, NM","Taos, NM Micro Area",M2,2,G3110,5704119616.000000000000000,3383128.000000000000000,+36.5771832,-105.6388781
522,45380,45380,"Taylorville, IL","Taylorville, IL Micro Area",M2,2,G3110,1837569687.000000000000000,16227346.000000000000000,+39.5455242,-089.2795927
 ,45460,45460,"Terre Haute, IN","Terre Haute, IN Metro Area",M1,1,G3110,4946794086.000000000000000,64297945.000000000000000,+39.4784006,-087.3111315
 ,45500,45500,"Texarkana, TX-AR","Texarkana, TX-AR Metro Area",M1,1,G3110,5284169446.000000000000000,218362456.000000000000000,+33.4783728,-094.2071619
 ,45520,45520,"The Dalles, OR","The Dalles, OR Micro Area",M2,2,G3110,6167113903.000000000000000,35722738.000000000000000,+45.1645359,-121.1650693
422,45540,45540,"The Villages, FL","The Villages, FL Metro Area",M1,1,G3110,1442967719.000000000000000,58773420.000000000000000,+28.7154442,-082.0699524
122,45580,45580,"Thomaston, GA","Thomaston, GA Micro Area",M2,2,G3110,837774876.000000000000000,10585407.000000000000000,+32.8818367,-084.2922831
 ,45620,45620,"Thomasville, GA","Thomasville, GA Micro Area",M2,2,G3110,1410592606.000000000000000,19645695.000000000000000,+30.8646195,-083.9198155
534,45660,45660,"Tiffin, OH","Tiffin, OH Micro Area",M2,2,G3110,1427151728.000000000000000,4576816.000000000000000,+41.1199923,-083.1275469
 ,45700,45700,"Tifton, GA","Tifton, GA Micro Area",M2,2,G3110,675702087.000000000000000,20458524.000000000000000,+31.4570027,-083.5259307
122,45740,45740,"Toccoa, GA","Toccoa, GA Micro Area",M2,2,G3110,463254409.000000000000000,13035162.000000000000000,+34.5535825,-083.2905877
534,45780,45780,"Toledo, OH","Toledo, OH Metro Area",M1,1,G3110,4187949479.000000000000000,1532455676.000000000000000,+41.5553128,-083.5170883
 ,45820,45820,"Topeka, KS","Topeka, KS Metro Area",M1,1,G3110,8372689082.000000000000000,148255515.000000000000000,+39.0413888,-095.8026393
408,45860,45860,"Torrington, CT","Torrington, CT Micro Area",M2,2,G3110,2384123146.000000000000000,62350378.000000000000000,+41.7918833,-073.2354042
 ,45900,45900,"Traverse City, MI","Traverse City, MI Micro Area",M2,2,G3110,4379610581.000000000000000,7440142407.000000000000000,+44.9523239,-085.9083200
408,45940,45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,1,G3110,581297767.000000000000000,11434809.000000000000000,+40.2825026,-074.7037240
 ,45980,45980,"Troy, AL","Troy, AL Micro Area",M2,2,G3110,1740645369.000000000000000,2339145.000000000000000,+31.7986533,-085.9416076
472,46020,46020,"Truckee-Grass Valley, CA","Truckee-Grass Valley, CA Micro Area",M2,2,G3110,2480587302.000000000000000,41531993.000000000000000,+39.2975082,-120.7713429
536,46060,46060,"Tucson, AZ","Tucson, AZ Metro Area",M1,1,G3110,23798597680.000000000000000,5112018.000000000000000,+32.1280380,-111.7836574
 ,46100,46100,"Tullahoma-Manchester, TN","Tullahoma-Manchester, TN Micro Area",M2,2,G3110,2881836924.000000000000000,72619550.000000000000000,+35.3030848,-086.1119048
538,46140,46140,"Tulsa, OK","Tulsa, OK Metro Area",M1,1,G3110,16239811744.000000000000000,491974089.000000000000000,+36.2544416,-096.1772979
539,46180,46180,"Tupelo, MS","Tupelo, MS Micro Area",M2,2,G3110,4909474796.000000000000000,44772647.000000000000000,+34.3400327,-088.6511835
 ,46220,46220,"Tuscaloosa, AL","Tuscaloosa, AL Metro Area",M1,1,G3110,9047524921.000000000000000,167143352.000000000000000,+33.0978769,-087.7991473
